0.357667	0.00837336	51
0.455686	0.00606561	94
0.518361	0.00551219	112
0.483575	0.00437045	123
0.448593	0.00402703	123
0.429489	0.00481744	112
0.427807	0.00643863	94
0.306089	0.00839937	51
0.357667	0.00837336	51
0.455686	0.00606561	94
0.518361	0.00551219	112
0.483575	0.00437045	123
0.448593	0.00402703	123
0.429489	0.00481744	112
0.427807	0.00643863	94
0.306089	0.00839937	51
0.357667	0.00837336	51
0.455686	0.00606561	94
0.518361	0.00551219	112
0.483575	0.00437045	123
0.448593	0.00402703	123
0.429489	0.00481744	112
0.427807	0.00643863	94
0.306089	0.00839937	51
0.357667	0.00837336	51
0.455686	0.00606561	94
0.518361	0.00551219	112
0.483575	0.00437045	123
0.448593	0.00402703	123
0.429489	0.00481744	112
0.427807	0.00643863	94
0.306089	0.00839937	51
0.357667	0.00837336	51
0.455686	0.00606561	94
0.518361	0.00551219	112
0.483575	0.00437045	123
0.448593	0.00402703	123
0.429489	0.00481744	112
0.427807	0.00643863	94
0.306089	0.00839937	51
0.357667	0.00837336	51
0.455686	0.00606561	94
0.518361	0.00551219	112
0.483575	0.00437045	123
0.448593	0.00402703	123
0.429489	0.00481744	112
0.427807	0.00643863	94
0.306089	0.00839937	51
0.357667	0.00837336	51
0.455686	0.00606561	94
0.518361	0.00551219	112
0.483575	0.00437045	123
0.448593	0.00402703	123
0.429489	0.00481744	112
0.427807	0.00643863	94
0.306089	0.00839937	51
0.357667	0.00837336	51
0.455686	0.00606561	94
0.518361	0.00551219	112
0.483575	0.00437045	123
0.448593	0.00402703	123
0.429489	0.00481744	112
0.427807	0.00643863	94
0.306089	0.00839937	51
0.357667	0.00837336	51
0.455686	0.00606561	94
0.518361	0.00551219	112
0.483575	0.00437045	123
0.448593	0.00402703	123
0.429489	0.00481744	112
0.427807	0.00643863	94
0.306089	0.00839937	51
0.357667	0.00837336	51
0.455686	0.00606561	94
0.518361	0.00551219	112
0.483575	0.00437045	123
0.448593	0.00402703	123
0.429489	0.00481744	112
0.427807	0.00643863	94
0.306089	0.00839937	51
0.357667	0.00837336	51
0.455686	0.00606561	94
0.518361	0.00551219	112
