1362	550
1373	250
1374	260
1375	270
1376	270
1398	340
1518	300
1521	300
1541	180
1556	270
1536	220
1537	210
1510	240
1514	260
1582	160
1586	150
1893	240
2161	200
2163	200
2165	210
2158	200
